Texte;Type d'entité
portait;O
mauvais;O
paletot;O
lasting;O
souliers;O
blancs;O
poussière;O
exprès;O
aborda;O
Madame;B-PER
priait;O
reve-;O
nir;O
craignant;O
froid;O
envoyait;O
manteau;O
Reste;O
continuèrent;O
promener;O
sappuient;O
étroite;O
formée;O
canal;O
allaient;O
pâté;O
sinclinant;O
léglise;O
apparaissait;O
moulins;O
vannes;O
fermées;O
haies;O
darbustes;O
terminaient;O
perdaient;O
vapeurs;O
nuit;O
silencieuse;I-MISC
clarté;O
odeurs;O
feuillage;O
humide;O
chute;O
prise;O
deau;O
cent;O
mur-;O
murait;O
doux;O
font;O
ondes;O
ténèbres;O
Ces;O
bonnes;O
dorment;O
cest;O
drôle;O
Patience;B-LOC
89;O
prépare;O
las;O
constitutions;O
chartes;O
subtilités;O
men-;O
"

 

 

 

";O
21;O
songes;O
javais;O
tribune;O
je;O
secouerais;O
en-;I-MISC
treprendre;O
faut;O
Quelle;O
malédiction;O
cabaretier;O
jeunesse;O
quête;O
pain;O
mordit;O
grelottait;O
vêtement;O
jeta;O
moitié;O
enveloppèrent;O
marchaient;O
veux;O
vive;O
" 
";O
Lamertune;I-PER
tristesse;O
Jaurais;B-MISC
meût;O
aimé;O
ris;O
Lamour;I-MISC
pâture;O
latmosphère;O
génie;O
émotions;O
extraordinaires;O
produisent;I-MISC
œuvres;O
sublimes;I-MISC
chercher;O
celle;O
jy;O
renonce;O
Dail-;O
jamais;O
trouve;O
repoussera;O
suis;I-MISC
race;I-MISC
déshérités;I-MISC
méteindrai;I-MISC
trésor;O
strass;O
diamant;O
sais;O
Lombre;B-PER
quelquun;O
sallongea;O
pavés;O
entendirent;O
mots;O
Serviteur;B-MISC
messieurs;O
Celui;O
prononçait;O
ha-;O
billé;O
ample;O
redingote;O
coiffé;O
cas-;O
paraître;O
visière;O
Lui;O
reprit;O
Nogentais;B-LOC
justifia;O
contant;O
dinspecter;O
pièges;O
loup;O
voilà;O
retour;O
nos;O
Très;O
jai;I-MISC
appris;O
ma;I-MISC
fillette;O
santé;O
tou-;O
jespère;O
Vous;B-MISC
partez;O
rebuté;O
laccueil;O
29;O
"

 
 
    
  
     
  
  
     
   
  
  
 
 
 
 
 
 
  
 
 
  

";O
effet;O
vivait;O
concubinage;O
fût;O
croupier;O
délec-;O
tions;O
régisseur;O
Dambreuse;I-PER
banquier;O
dAnjou;B-MISC
Sais;O
devrais;O
mon;O
brave;O
interrompit;O
ordre;O
ramener;O
définitivement;O
sinquié-;I-MISC
absence;O
Bien;O
va;O
ilne;I-MISC
découchera;O
Tu;O
prier;O
tintroduire;O
nest;O
fréquenter;O
riche;O
Puisque;O
as;O
habit;O
gants;O
profites;O
-en;O
ailles;O
monde-;O
my;O
mèneras;I-MISC
millions;O
Arrange;B-ORG
plaire;O
aussi;O
Deviens;B-LOC
amant;O
récriait;O
dis;I-MISC
classiques;O
ilme;O
sem-;O
ble;O
Rappelle;B-MISC
Rastignac;I-MISC
Comédie;I-LOC
humaine;O
réussiras;O
jen;O
sûr;O
Lant;O
confiance;O
sentit;O
ébranlé;O
oubliant;O
prédiction;O
faite;O
put;O
sempêcher;I-MISC
sourire;O
ajouta;O
Dernier;O
conseil;O
passe;O
examens;O
lâche;O
franchement;O
poètes;O
catholiques;O
sataniques;O
avancés;O
létait;O
XIT;O
°;O
siècle;O
Ton;B-PER
désespoir;O
bête;O
particuliers;O
ont;O
eu;O
commencements;O
pius;O
difficiles;O
commencer;O
Mirabeau;B-PER
Dailleurs;B-PER
notre;O
séparalion;O
sera;O
ferai;O
lilou;O
men;O
22;O
retourne;O
adieu;O
As;O
paye;O
diner;O
dix;O
reste;O
vingt;O
toises;O
gau-;O
brillait;O
lucarne;O
laperçut;O
emphatiquement;O
retirant;O
Vénus;B-LOC
reine;O
cieux;O
serviteur;O
Pénu-;O
rie;O
Sagesse;O
Nous;O
-t;I-MISC
-on;O
assez;O
calom-;O
niés;O
ça;O
miséricorde;O
allusion;O
aventure;O
commune;O
riaient;O
"

 ";O
soldé;O
dépense;O
lauberge;O
reconduisit;O
carrefour;O
lHôtél-;O
Dieu;I-MISC
étreinte;O
amis;O
séparèrent;O
débarqué;O
Coqg;B-LOC
Héron;I-LOC
visite;O
venu;O
apporter;O
rouleau;O
papiers;O
priant;O
accompa-;O
gnait;O
lenvoi;O
décacheté;O
présentait;O
compatriote;O
surprise;O
démarche;I-MISC
Fré-;O
déric;B-PER
dissimula;O
causait;O
sappelait;O
vrai;O
comte;O
dAmbreuse;I-PER
1825;O
abandonnant;O
noblesse;O
tourné;O
lindus-;O
trie;O
loreille;O
bureaux;O
entreprises;O
laffût;O
occasions;O
subtil;O
Grec;B-MISC
laborieux;O
Auver-;B-MISC
gnat;O
amassé;O
dérable;O
officier;O
Légion;B-ORG
membre;O
général;I-LOC
lAube;B-MISC
député;O
pair;O
complaisant;O
fati-;O
guait;O
demandes;O
continuelles;O
se-;O
tabac;O
bou-;O
deries;O
inclinait;O
centre;O
jolie;O
citaient;O
modes;O
présidait;O
assemblées;O
rité;O
cajolant;O
duchesses;O
apaisait;O
rancu-;O
nes;O
noble;O
faubourg;O
croire;O
25;I-MISC
serepentir;O
etrendre;O
services;O
troublé;O
allant;O
minvitera;I-MISC
bal;O
chaine;B-LOC
Que;B-MISC
Laplomb;B-PER
songeant;O
quun;O
gaillardement;O
cabriolet;O
trottoir;O
poussé;O
portes;O
cochères;I-MISC
traversa;O
gravit;O
vestibule;O
pavé;O
marbre;O
double;O
escalier;O
tapis;O
ba-;O
guettes;O
sappuyait;O
hautes;O
murail-;O
stuc;O
luisant;O
marches;I-MISC
bananier;O
retombaient;O
ve-;O
lours;O
rampe;O
candélabres;O
bronze;O
globes;O
porcelaine;O
suspendus;O
chaînettes;O
soupiraux;O
calorifères;O
béants;O
exhalaient;O
air;O
lourd;O
nentendait;O
tie;O
tac;I-LOC
horloge;I-MISC
dressée;O
panoplie;O
timbre;O
sonna;O
valet;O
introduisit;O
cofres;O
forts;O
casiers;O
remplis;O
cartons;O
écrivait;O
cy-;O
lindre;O
parcourut;O
lettre;O
ouvrit;O
canif;O
toile;O
enfermait;O
exa-;O
mina;O
sembler;O
rares;O
mem-;O
bres;O
débiles;O
surtout;O
päleur;O
extraordinaire;O
sou;O
accusalent;O
tempérament;O
délabré;O
énergie;O
impitoyable;I-MISC
glauques;O
froids;O
pommet-;O
saillantes;O
articulations;O
noueuses;O
sétant;O
levé;O
adressa;O
quel-;O
3;O
26;I-MISC
SENTIMEN;O
TALE;O
ques;O
personnes;O
études;O
congédia;O
sin-;O
clinant;O
corridor;O
remises;O
attelé;O
cheval;O
stationnait;O
portière;O
souvrit;O
sourd;O
rou-;O
porte;O
cochère;O
Lespace;B-PER
nétant;O
contraint;O
dattendre;O
chée;O
dehors;O
vasistas;O
parlait;I-MISC
cierge;O
napercevait;O
couvert;O
mante;O
violette;O
plongeait;O
tendue;O
reps;O
passemen-;O
teries;O
effilés;O
vêtements;O
lemplissaient;O
séchappait;O
boîte;O
tonnée;O
parfum;O
diris;O
senteur;O
délégances;O
féminines;O
làcha;O
frôla;O
borne;O
brusquement;O
regrettait;O
navoir;O
pu;O
distinguer;O
embar-;O
voitures;O
tourner;O
lut;O
plaque;O
JACQUES;B-PER
ARNOUX;I-PER
songé;O
àelle;O
tôt;O
faute;I-MISC
tique;O
nentra;O
attendit;O
quElle;O
parût;O
glaces;O
transparentes;O
offraient;O
disposition;O
habile;I-MISC
statuettes;O
des-;I-MISC
sins;O
gravures;O
catalogues;O
numéros;O
labonnement;O
répétés;O
décoraient;O
initiales;O
léditeur;O
apercevait;O
97;O
vernis;O
bahuts;O
chargés;O
porcelaines;O
bronzes;O
curiosités;I-MISC
alléchantes;O
séparait;O
fermé;O
moquette;O
lustre;O
saxe;O
vert;O
plancher;O
table;O
marqueterie;O
donnaient;O
inté-;O
rieur;O
plutôt;O
lapparence;O
bouti-;O
faisait;O
semblant;O
dexaminer;O
hésitations;O
infinies;O
employé;O
souleva;O
serait;O
cinq;O
commission;O
transmet-;O
tre;O
Non;O
reviendrai;O
suivants;O
employés;O
logement;O
décida;O
second;O
étage;O
hôtel;O
garni;O
Saint-Hyacinthe;O
portant;O
buvard;O
louverture;O
Trois;O
cents;O
nu;O
tèteemplissaient;I-MISC
unamphithéâtre;O
dissertait;O
monotone;I-MISC
plumes;O
grinçaient;O
lodeur;O
poussiéreuse;O
forme;O
pareille;O
ie;O
ennui;O
larticle;O
lâché;O
Code;B-MISC
civil;I-MISC
abandonna;O
Institutes;B-MISC
Summa;O
divisio;O
personarum;O
joies;O
promises;O
narrivaient;O
épuisé;O
cabinet;O
lecture;O
parcouru;O
collections;O
Louvre;I-LOC
suite;O
été;O
spectacle;O
tomba;O
désæuvrement;O
Milles;B-LOC
ajoutaient;O
compter;O
subir;O
concierge;O
rus-;O
tournure;O
dinfirmier;O
retaper;O
mg;O
98;O
lit;O
sentant;O
lalcool;O
grommelant;O
ap-;O
partement;O
orné;O
pendule;O
dalbâtre;O
déplaisait;O
cloisons;O
minces;O
étudiants;O
punch;O
chanter;O
Las;B-PER
solitude;O
rechercha;O
anciens;O
camarades;I-MISC
nommé;O
Baptiste;I-PER
Martinon;B-LOC
décou-;O
vrit;O
pension;O
bourgeoise;O
Saint-Jac-;O
bûchant;O
procédure;I-MISC
feu;O
charbon;O
in;O
dindienne;O
repri-;O
chaussettes;O
appelle;O
bel;I-MISC
joufflu;O
physionomie;O
régulière;O
bleuâtres;O
fleur;O
cultivateur;O
destinait;O
magistrature;O
voulant;O
parai-;O
sérieux;O
taillée;O
collier;O
ennuis;O
raisonnable;O
arguer;O
daucun;O
malheur;I-LOC
comprit;O
lamentalions;O
lexistence;B-LOC
matins;O
lEcole;B-MISC
promenait;O
Luxembourg;B-LOC
demi-tasse;O
an;I-MISC
lamour;O
ouvrière;O
faitement;O
Quelbonheur;O
exelama;O
intérieurement;O
Cisy;B-LOC
demoiselle;O
gentillesse;O
soccupait;O
dessin;O
gothique;O
Plusieurs;O
admirer;O
Sainte-;B-MISC
Chapelle;I-PER
distinction;O
patricien;O
recouvrait;O
pauvres;O
Tout;O
surprenait;O
riait;O
moindre;O
plai-;O
santerie;O
él;O
montrait;O
farceur;O
finalement;O
considéra;O
nigaud;O
nétaient;O
done;O
possibles;O
ER;B-ORG
Edo;B-LOC
RÉ;I-MISC
lan;O
cartes;O
reçut;O
aucune;O
retourné;O
troisième;O
disputait;O
salut;O
blessé;O
parvenir;O
lidée;O
présenter;O
souvent;O
marchander;O
articles;O
amènerait;O
Peut;O
valait;I-MISC
courir;O
but;O
déclarer;O
posa;O
pages;O
mouvements;I-MISC
lyriques;O
dapôstrophes;O
déchira;O
re;O
tenta;O
immobilisé;O
lin-;O
succès;O
dArnoux;B-MISC
yavait;O
pre-;O
mier;O
fenêtres;I-MISC
éclairées;O
cireulaient;O
cétait;O
sienne;O
dérangeait;O
contempler;O
ombre;O
croisa;O
Tuileries;B-LOC
rappela;O
né-;O
gresse;O
battait;O
espérant;O
rencontrer;O
continuait;O
promenade;O
Champs-;B-LOC
Elysées;O
nonchalamment;O
assises;O
cald-;O
ches;O
flottaient;O
défilaient;O
balancement;O
insensible;O
craquer;O
cuirs;O
devenaient;O
nombreuses;O
ralentissant;O
Rond;B-MISC
Point;I-MISC
elles;O
occu-;O
J;B-MISC
30;O
pa;O
voie;O
crinières;O
cri-;O
nières;I-MISC
lanternes;O
étriers;O
dacier;O
gourmettes;O
boucles;O
jetaient;O
points;O
culottes;I-MISC
courtes;O
fourrures;O
retom-;O
baient;O
blason;O
portières;O
perdu;O
monde;O
lointain;O
erraient;O
têtes;O
ressemblances;O
ame-;O
naient;O
figurait;O
coupés;O
pareils;O
chait;O
soulevait;O
tourbillons;O
pous-;O
sière;O
cochers;O
baissaient;O
cra-;O
vates;O
masadam;B-MISC
grinçait;O
équipages;O
trot;O
avenue;O
frôlant;O
dé-;O
sécartant;O
uns;I-MISC
Concorde;I-LOC
dispersaient;O
Derrière;O
Tuile-;I-MISC
ries;O
teinte;O
ardoises;O
formaient;O
masses;O
énormes;O
violacées;O
sommet;O
becs;O
gaz;O
sallumaient;O
verdâtre;O
déchirait;O
moires;O
piles;O
moyennant;O
quarante;O
sols;O
ca-;I-MISC
chet;O
restaurant;O
Harpe;O
dédain;O
comptoir;O
dacajou;O
serviettes;O
tachées;O
largenterie;O
crasseuse;O
peaux;O
muraille;O
lentou-;I-MISC
ralent;O
professeurs;O
maîtresses;O
Est;B-MISC
maî-;O
tresse;O
Pour;O
éviter;O
possible;O
restes;O
nourriture;O
couvraient;O
garçons;O
fatigués;O
odeur;O
quinquet;O
déserte;O
lentement;O
réverbères;O
31;O
balançaient;O
trembler;O
boue;O
reflets;O
jaunâtres;O
glissaient;O
trottoirs;O
parapluies;O
gras;O
brume;O
lenveloppant;O
indéfiniment;O
Cœur;B-LOC
remords;O
matières;O
élucidées;O
simples;O
lembarrassèrent;O
écrire;O
roman;O
intitulé;O
Syloro;B-MISC
pêcheur;O
Venise;B-LOC
héros;O
lhéroïne;O
sappe-;O
lait;O
Antonia;B-PER
lavoir;O
assassinait;O
brûlait;O
partie;O
ville;O
chan-;O
balcon;O
rideaux;O
damas;O
réminiscences;O
saperçut;O
découragèrent;O
nalla;I-LOC
désœu-;O
vrement;O
redoubla;I-LOC
supplia;O
partager;O
sarrangeraient;O
existence;O
intolérable;O
lengageait;O
fré-;O
quenter;O
Sénécal;B-PER
répétitenr;O
mathématiques;O
convictions;O
républicaines;O
Saint-Just;B-PER
monté;O
étages;O
recevoir;O
vi-;O
site;O
ny;I-MISC
samuser;O
I1;B-MISC
lOpéra;B-MISC
gaietés;O
tumultueuses;O
glaçaient;O
crainte;I-MISC
affront;O
pécuniaire;O
simaginant;O
souper;O
domino;O
entrainait;O
considérables;O
grosse;O
laimer;O
32;O
réveillait;O
plein;O
despérance;O
shabillait;O
soigneusement;O
rendez-vous;I-MISC
courses;O
interminables;O
savan-;O
çait;O
rencontre;O
déception;O
nouvelle;O
Lidée;B-PER
fortifiait;O
convoitises;O
trouverait;O
peut-;O
imaginait;O
laborder;O
complications;O
périls;O
sauverait;O
Ainsi;B-MISC
sécoulaient;O
répétition;O
mêmes;O
habitudes;O
contractées;O
feuille-;O
brochures;O
arcades;I-MISC
lOdéon;B-MISC
Æevue;B-MISC
Mondes;O
entrait;O
Collège;B-ORG
écoutait;O
heure;O
leçon;O
chinois;O
déconomie;O
politique;O
Toutes;O
semaines;O
longuement;O
dinait;O
quefois;O
loua;O
piano;O
composa;O
valses;O
allemandes;O
Palais;B-LOC
Royal;I-LOC
aperçut;O
loge;O
davant;O
scène;O
Lécran;B-LOC
taffetas;O
tiré;O
masquait;O
lécran;O
sabattit;O
trente;O
environ;O
fanée;O
riant;O
dents;O
splendides;O
familièrement;O
déventail;O
blonde;O
pleurer;O
resta;O
lors;O
penché;I-PER
épaule;O
répondre;O
singéniail;O
découvrir;O
condition;O
modestement;O
habillées;O
sombres;O
cols;O
plats;O
rabattus;O
précipita;O
couloirs;O
remplissait;O
descen-;O
33;O
dait;O
bec;O
léclaira;O
crêpe;O
morte;O
idée;O
tourmenta;O
fortement;O
lende-;O
payant;O
*;O
étalées;O
montre;O
pâlissant;O
oublia;O
demporter;O
gravure;O
Lhiver;B-LOC
termina;O
triste;O
printemps;O
préparer;O
examen;O
subi;O
médiocre;O
déviter;O
observations;O
rentrée;O
aban-;O
"
 ";O
Napoléon;B-PER
meubla;O
Lespoir;B-MISC
quitté;O
commençait;O
séteindre;O
IV;O
décembre;O
rendant;O
Saint-Jacques;I-LOC
danimation;O
lordinaire;O
sortaient;O
précipitamment;O
cafés;O
ouvertes;O
sappelaient;O
boutiquiers;O
regar-;O
daient;O
inquiet;O
volets;O
fermaient;O
Soufflot;B-PER
rassemblement;O
Panthéon;B-LOC
inégales;O
promenaient;O
abordaient;O
groupes;O
hommes;O
péroraient;O
tricorne;O
sergents;O
sonner;O
dalles;O
fortes;O
mysté-;I-MISC
rieux;O
ébahi;O
atténdait;I-MISC
évidemment;O
chacun;O
retenait;O
interrogation;O
blond;O
avenante;O
moustache;O
barbiche;O
raffiné;O
XII;B-LOC
];O
de-;O
manda;O
désordre;O
lantre;O
non;O
mode;O
farce;O
éclata;O
pétitions;O
Réforme;I-MISC
signer;O
TV;O
COS;B-ORG
hd;O
Ur;B-MISC
);O
garde;O
nationale;O
jointes;O
recensement;O
Hu-;O
mann;O
événements;O
dinexplicables;O
attroupements;O
renouvelaient;O
jour-;O
naux;O
Cela;O
manque;O
galbe;O
continua;O
voisin;O
cuyde;O
messire;O
avons;O
dégénéré;O
époque;O
Loys;B-PER
onzième;O
voire;O
Benjamin;B-PER
Constant;I-PER
mutinerie;O
escholiers;O
treuve;O
pacifiques;O
moutons;O
bôtes;O
cornichons;O
idoines;O
estre;O
épiciers;O
Pasque;B-MISC
apoelle;O
Jeu-;B-MISC
nesse;O
écoles;O
écarta;O
largement;O
Le-;I-PER
Æobert;B-PER
Macarre;I-PER
Jeunesse;B-ORG
bénis;O
apostrophant;O
chiffonnier;O
remuait;O
écailles;O
dhuîtres;O
marchand;I-MISC
vin;O
fais;O
releva;O
hideuse;O
distin-;O
avinés;O
stupides;O
parais;O
patibulaire;O
vort;O
divers;O
semant;O
lor;O
pleines;O
Oh;B-MISC
sème;O
patriar-;I-MISC
Corromps;B-MISC
trésors;O
dAlbion;B-MISC
Are;O
you;O
English;O
repousse;O
présents;O
dAr-;O
taxercès;O
Causons;O
lunion;O
douanière;O
prodigieusement;O
pâle;O
fitil;O
poussant;O
émeute;O
compromis;O
lamentait;O
linquiétaient;O
appartenant;O
sociétés;O
secrètes;O
"

  
  
  
    
 
   
  

";O
blague;O
Gouvernement;B-MISC
épouvanter;O
police;O
Vouscroyezencore;O
-vous;O
mouchard;O
\;O
Etille;B-LOC
ému;O
plaisanterie;O
forcés;O
pelit;O
conduisant;O
couloir;O
nouvel;O
amphithéâtre;O
Bientôt;O
multitude;O
fendit;O
découvrirent;O
saluait;O
lillustre;O
professeur;O
Samuel;B-PER
Rondelot;I-PER
enveloppé;O
redin-;O
gote;O
levant;O
lunettes;O
soufflant;O
asthme;O
savançait;O
Cet;O
gloires;O
judi-;O
ciaires;O
XIX;O
rival;O
Zachariæ;B-MISC
Ruh-;B-ORG
dorff;O
dignité;O
modifié;O
allures;O
pauvre;O
crièrent;O
Pritchard;B-PER
vendus;I-MISC
Louis-Philippe;B-PER
oscilla;O
pressant;O
eïle;O
empêchait;O
laper-;O
çut;O
dernière;O
bourdonnement;O
couvrit;O
laimât;I-MISC
haïssait;O
repré-;O
lAutorité;I-MISC
Chaque;O
essayait;O
cris;O
recommençuient;O
geste;O
engager;O
éludiants;O
suivre;O
voci-;O
fération;I-MISC
universelle;O
haussa;O
dédaigneusement;O
senfonça;O
Mar-;B-ORG
tinon;O
profité;O
disparaître;O
Ilest;B-LOC
prudent;O
applaudissements;O
retraite;O
devenait;O
victoire;O
curieux;O
regardaient;O
Quelques;B-LOC
entonnaient;I-MISC
Marseillaise;I-MISC
proposaient;I-MISC
dal-;O
Béranger;B-LOC
Chez;O
Laffite;B-MISC
Chateaubriand;B-PER
Voltaire;B-PER
hurla;O
taches;O
blondes;O
tâchaient;O
circuler;O
disant;O
Partez;B-MISC
retirez;O
Quelquun;B-LOC
assommeurs;O
injure;O
usuelle;O
répétèrent;O
huait;I-MISC
sifflait;O
gardiens;O
lordre;O
public;O
commencaient;O
pâlir;O
avisant;O
sapprochait;O
repoussa;O
rudement;O
tom-;O
ber;O
sécartèrent;O
aussitôt;O
terrassé;O
dHer-;O
cule;O
chevelure;O
paquet;O
détoupes;O
débordait;O
cirée;O
Arrêté;B-LOC
minutes;O
coin;O
carton;O
bondir;O
sergent;O
renversé;O
labourait;O
poing;O
accoururent;O
terrible;O
fallut;O
dompter;O
secouaient;O
38;O
let;O
tiraient;O
cinquième;O
genou;O
bourrades;O
reins;O
lappelaient;O
brigand;B-PER
assassin;I-PER
émeutier;I-PER
nue;O
testait;O
innocence;O
froïd;O
battre;O
mappelle;O
Dussardier;B-LOC
MM;B-ORG
Valinçart;I-ORG
frè-;O
rés;O
dentelles;O
nouveautés;O
Cléry;B-PER
Dussar-;B-LOC
dier;I-MISC
Mon;O
sapaisa;I-MISC
stoïque;I-MISC
laissa;I-MISC
coaduire;O
poste;O
Descartes;B-PER
pleins;O
commis;O
révoltés;O
vio-;O
lence;O
Pouvoir;B-LOC
avançait;O
retour-;O
féroce;O
lapageurs;O
nayant;O
passants;O
croisait;O
considé-;O
raient;O
livraient;O
mentaires;O
outrageants;O
sécria;O
volé;O
injustice;O
augmenta;O
lirritation;O
corps;O
quune;O
vingtaine;O
vue;O
soldats;O
suffit;O
dis-;O
perser;O
réclamèrent;O
hardiment;O
prison;O
faction-;I-MISC
naire;O
menaça;O
sils;O
insistaient;O
fourrer;O
ls;O
demandèrent;O
chef;O
décli-;O
nèrent;O
délèves;O
affirmant;O
prisonnier;O
condisciple;O
entrer;O
banes;O
sallongeaient;O
plâtre;O
enfumés;O
"

    
  

";O
Dm;O
nm;O
39;O
{;O
guichet;O
che-;O
velure;O
carré;O
About;B-ORG
rappelait;O
confusément;O
fchien;O
reconnais;O
Hussonnet;B-PER
mé;I-MISC
balbutia;I-LOC
Ne;O
limbécile;O
élève;O
t;O
Malgré;O
clignements;O
devinait;O
recueillir;O
1coup;O
trouvé;O
+;O
découragé;O
pliqua;O
mets;I-MISC
notes;O
Oui;O
oui;O
rassure;O
redoublaient;O
pantomime;O
venaient;O
servir;O
tut;I-MISC
crai-;O
compromettre;O
honte;O
voyant;O
haussé;O
rang;O
social;I-MISC
détudiant;O
pareil;O
blanches;O
Veux;B-MISC
merci;I-MISC
ta;I-MISC
bâtard;O
restaient;O
étonnés;O
silence;O
fumer;O
palpa;O
poche;O
débris;O
pipe;O
écume;O
couvercle;O
dambre;I-MISC
Depuis;O
chef-;O
dœuvre;O
soin;O
cons-;O
40;O
tamment;O
serré;O
gaîne;O
chamoiïs;O
poser;O
suspendre;O
vet;O
morceaux;O
ongles;O
saignaient;O
prunelles;O
fixes;O
béant;O
ruines;O
ineffable;O
donnions;O
heïn;O
atteindre;O
posé;O
porte-cigare;O
rempli;O
Prends;B-LOC
Adieu;O
courage;O
savançaient;O
serrait;O
frénétiquement;O
entrecoupée;O
dérobèrent;O
reconnaissance;O
sortirent;O
Ta-;I-PER
bourey;I-PER
séparant;O
beefsteak;O
apprit;O
compagnon;O
daris;O
fabriquait;O
réclames;O
connaissez;O
Cest-à-dire;O
lai;O
lairen-;O
contré;O
négligemment;O
quelquefois;O
bohème;O
nosa;O
poursuivre;O
démesurée;O
paya;O
note;O
protestation;O
sympathie;O
mutuelle;O
échangèrent;O
adresses;O
linvita;O
laccom-;O
pagner;O
Fleurus;I-LOC
br;O
Dr;O
lemployé;O
retenant;O
contourna;O
grimace;O
abominable;O
coq;O
coqs;O
avaitaux;O
environs;O
répon-;O
dirent;O
cocoricos;O
prolongés;O
signal;O
sarrêtèrent;O
Bobino;I-LOC
pénétrait;O
allée;O
Dans;O
grenier;O
capucines;O
sen-;O
teur;O
montra;O
corset;O
appuyant;O
gouttière;O
Bonjour;O
ange;O
bonjour;O
bibiche;I-MISC
Hus-;B-MISC
sonnet;O
envoyant;O
baisers;O
barrière;O
lattendit;O
nosait;O
aller;O
impatient;O
quar-;O
tier;O
latin;O
rencontra;O
causerie;O
sépanchèrent;O
Husson-;B-ORG
gloire;O
profits;O
théätre;O
collaborait;O
vaudevilles;O
reçus;O
plans;O
tournait;O
couplet;O
chanta;O
remarquant;O
létagère;O
vo-;O
lume;O
Hugo;B-PER
Lamartine;B-PER
répandit;I-MISC
sarcasmes;O
lécole;O
romantique;O
sens;O
correction;O
Français;B-MISC
vantait;O
langue;O
épluchait;O
phrases;O
belles;O
sévé-;O
hargneuse;O
goût;O
académique;O
distinguent;O
dhumeur;O
folâtre;O
abordent;O
prédilections;O
rompre;O
hasarder;O
mot;O
dépendait;O
lettres;O
"

  
   
   
   
 
    
    
   
  
   
   
   
  
  
  
   
  
  

";O
42;O
convinrent;I-MISC
vant;O
samedi;O
profitant;O
Théâtre;B-LOC
coupon;O
tailleur;O
couturière;O
billets;O
concierges;O
arri-;O
vèrent;O
glace;O
placée;O
conti-;O
auant;O
tendit;O
Cinq;B-MISC
emplissaient;O
lappar-;O
étroit;O
quéclairait;O
canapé;O
laine;O
occupant;O
alcôve;O
détoffe;O
semblable;O
Sur;O
couverte;O
paperasses;O
garnis;O
flanquaient;O
parallèlement;O
cartonnier;O
fauteuil;O
gardant;O
murailles;O
disparaissaient;O
estampes;O
précieuses;O
esquisses;O
contemporains;O
ornées;O
dicaces;O
témoignaient;O
laf-;O
fection;O
sincère;O
fit-1l;B-MISC
attendre;O
réponse;O
lappelez;O
votre;O
Prenez;B-PER
cigare;O
central;O
élailt;O
lieu;O
terrain;O
neutre;O
rivalités;O
coudoyaient;O
43;O
Anténor;B-PER
Braive;I-PER
portraitiste;O
rois;O
Jules;B-PER
Burrieu;B-LOC
populariser;O
guerres;O
dAlgérie;B-MISC
caricaturiste;O
Sombaz;B-LOC
sculpteur;O
Vourdat;B-PER
d;O
el;O
au-;I-MISC
cun;O
répondait;O
préjugés;O
létudiant;O
libres;O
mysti-;I-MISC
Lovarias;B-PER
débita;O
conte;O
obscène;I-MISC
linventeur;O
oriental;O
fameux;O
Dittmer;B-PER
camisole;O
tricot;O
lomnibus;O
retourner;O
nommée;O
Apollonie;B-LOC
connue;O
daumont;O
expliqua;O
métamarphose;O
série;O
itreteneurs;O
connaît;O
sire;O
militaire;O
imiter;O
gre-;O
offrant;O
gourde;O
discuta;O
toiles;O
dApollo-;O
confrères;O
absents;O
critiqués;O
1On;O
sétonnait;O
fgnaient;O
gagner;O
suffisamment;O
ra;O
moyenne;O
lhabit;O
bouton;O
vifs;O
fou;O
Queltasde;B-PER
êtes;O
Quest-;B-LOC
confec-;O
-Wionnaient;O
chefs;O
sinquiétaient;O
million;O
Corrège;I-PER
Murillo;I-PER
Ajoutez;B-LOC
Pellerin;B-LOC
relever;O
lépigramme;O
&;O
ourir;O
véhémence;O
répéter;O
jeudi;O
Noubliez;B-PER
ramena;O
44;O
Sans;I-LOC
divan;O
mou-;O
choir;O
louvrir;O
aperçu;O
lavabo;O
gromellement;O
personnage;O
pouces;O
tombantes;O
majestueux;O
Regimbart;B-PER
citoyen;O
Encore;O
canaillerie;O
Gouverne-;B-LOC
sagissait;O
destitution;O
décole;O
parallèle;O
Michel;B-PER
Ange;B-ORG
Sha-;O
kespeare;O
banque;O
croyant;O
moment;O
favorable;O
pourriez;O
mavancer;O
pa-;O
tron;O
rassis;O
gourmandait;O
vieil-;O
lard;O
daspect;O
sordide;O
bleues;O
joli;O
Isaac;B-PER
décriées;O
perdues;O
fiche;O
voulez;O
fasse;O
faudra;O
envoie;O
Californie;B-LOC
Taisez;B-PER
spécialité;O
consistait;O
signatures;O
refusait;O
payer;O
brutale-;O
changeant;O
salua;O
mon-;O
décoré;O
gourmé;O
favoris;O
cravate;O
coude;O
lespagnolette;O
mielleux;O
El;B-PER
embarrassé;O
davoir;O
cour-;O
Uers;B-MISC
gentilhomme;O
résigné;O
solda;O
vingt-cinq;O
A5;B-MISC
Sont;I-MISC
-ils;O
assommants;O
seigneurs;O
misérables;O
murmura;O
occupations;O
#;O
Hnoux;B-PER
classait;O
décachetait;O
alignait;O
marteau;O
surveiller;O
emballages;O
tpuis;O
reprenait;O
besogne;O
plume;O
ripostait;O
plaisante-;O
dîrer;O
avocat;O
partait;O
lendemain;O
Belgique;B-LOC
portrait;O
Chérubini;B-PER
lhémicycele;O
Beaux;B-LOC
