Texte;Type d'entité
par-;O
laient;O
inlerminablement;O
parlaient;O
feraient;O
seraient;O
sortis;O
Dabord;B-LOC
cntreprendraient;O
prelverait;O
fortune;O
majorite;O
reviendraient;O
travailleraient;O
ensemble;O
quitteraient;O
dlassement;O
travaux;O
auraient;O
amours;O
princesses;O
boudoirs;O
satin;O
fulgurantes;O
orgies;O
courtisanes;O
illustres;O
bDes;B-MISC
doutes;O
succidaient;O
emporte-;O
ments;O
despoir;O
Aprs;I-ORG
crises;O
gaiete;O
verbeuse;O
tombaient;O
dns;O
silences;O
profonls;O
dete;O
longtemps;O
picrreux;O
vignes;O
bles;O
on-;O
dulaient;O
senteurs;O
dangliquo;O
passaient;O
ditoulffementles;O
prenait;O
setendaient;O
tourdis;O
enivres;O
manche;B-LOC
jouaient;O
barres;O
faisaient;O
cerfs;O
volants;O
pion;O
revenait;O
suivnt;O
iraversaient;O
ruisseaux;I-MISC
boulevards;O
ombrages;O
viei1x;O
rues;O
desertes;O
souvrait;O
remontait;O
tristes;O
aprls;O
dbauches;O
censcur;O
prtenlit;O
sexaltaient;O
mutuel-;O
Fr6dric;B-PER
travailla;O
hau-;O
tes;O
clsses;O
exhortations;O
1837;O
lemnmena;O
mire;I-MISC
june;O
lplut;O
mangea;I-MISC
extraorlinairement;O
refusa;O
dussister;O
dimanche;O
oflices;O
tent;O
discours;O
republicains;O
crut;O
conluit;O
licux;O
deshonnites;O
surveillt;O
rcelations;O
ainirenl;I-PER
dnlagc;I-PER
etles;O
adieux;O
peni-;O
mmmg;O
II;I-PER
ILnUCATION;O
SENTIIENTA;O
LE;O
19;O
lanne;O
suivante;O
partit;O
etudier;O
comptait;O
ly;I-MISC
s6taient;O
vus;O
depuis;O
embrassales;O
etant;O
linies;O
allrent;O
alin;O
causer;O
laise;O
hillard;O
Villenauxe;B-LOC
fiche;O
rouge;O
lorsque;O
reclame;O
comptes;O
tutelle;O
pe;O
vivres;O
concou-;O
rir;O
chaire;O
professeur;O
lEcole;B-MISC
dargent;O
acceptait;O
maitre;O
clerc;O
avoue;O
force;O
privations;O
conomiserait;O
quatre;O
francs;O
toucher;O
succession;O
maternelle;O
travailler;O
libre-;O
annees;O
altendant;O
position;O
fallait;I-MISC
abandonner;O
projet;O
Capitale;O
Frdric;B-PER
baissa;O
ttete;O
premier;O
rves;O
secroulait;O
Console;B-LOC
Iils;B-MISC
nous;O
sommes;O
te;O
rejoindrui;I-MISC
Ny;B-MISC
secouait;O
mains;O
distraire;O
neut;O
grcandchose;O
narrer;O
MIais;I-MISC
souvenir;O
chagrin;I-MISC
sevanouit;O
delle;O
retenu;O
pudeur;O
setendit;O
revanche;O
Arnox;I-PER
lpportant;O
manibres;O
relations;O
tement;O
cultiver;O
connissance;O
derniers;O
ecrit;O
opinions;O
litteraires;O
changees;O
estimait;O
dessus;O
passion;I-MISC
Werther;B-MISC
Rene;B-PER
Franck;I-PER
Lara;O
Lelia;O
mediocres;O
lenthousias-;O
maient;O
presque;O
egalement;O
Quelquefois;O
musique20;I-MISC
inUCATIoN;B-ORG
NTA;O
capahle;O
dexprimer;O
troubles;O
interieurs;O
rtevait;O
symphonies;O
lapprhendait;O
pcindre;O
compose;O
pourtant;O
trouva;O
beaux;O
demander;O
pice;O
Quant;O
metaphysi-;O
Leconome;B-MISC
sociale;O
Rvolution;B-ORG
frangaise;O
proccupaient;O
Ctait;B-ORG
diable;O
vingt-deux;O
maigre;O
resolu;O
portait;O
mauvais;O
paletot;O
lasting;O
souliers;O
hlancs;O
poussibre;O
exprs;O
aborda;O
Madame;B-PER
priait;O
reve-;I-MISC
nir;O
craignant;O
froid;O
envoyait;O
manteau;O
Reste;O
doncl;I-PER
continurent;O
promener;O
sappuicnt;O
lile;O
troite;O
formee;O
canal;O
allaient;O
pt;O
sinclinant;O
lglise;O
apparaissait;O
derriire;O
moulins;O
lesvnnes;O
iermees;O
haies;O
darbustes;O
terminaient;O
prairies;I-MISC
perdaient;O
vapeurs;O
nuit;O
silenciuse;I-MISC
clarte;O
blanchtre;O
odeurs;O
feuillage;O
humide;O
eux;O
chute;O
prise;O
cau;I-MISC
cent;O
mur-;O
murait;O
doux;O
fontles;O
ondes;O
tnibres;O
sarreta;O
--;O
Ces;O
honnes;O
dorment;O
tranquilles;O
cest;O
lrle;O
Patience;B-LOC
80;O
prepare;O
las;O
constitutions;I-MISC
chartes;I-MISC
subtilites;I-MISC
men-;O
eDCCATI0N;O
21;O
songes;O
javais;O
tribunc;O
je;O
secouerais;O
celal;O
en-;O
treprendre;O
Quelle;O
malediction;O
dtre;O
lils;O
cabaretier;O
jeunesse;O
qutete;O
pain;O
mordit;O
lvres;O
grelottnit;O
vtement;O
jeta;O
moiti6;B-ORG
6paules;O
envelopprent;O
marchaient;O
dessous;O
veux;O
vive;O
Lamerlune;O
amiuvait;O
ramen;O
tristesse;O
Jaurais;B-MISC
met;O
aim;B-MISC
ourquoi;O
ris;O
Iamour;B-LOC
pture;O
latmosphre;O
gnie;O
motions;O
extraordinaires;O
produisent;O
ouvres;O
sublimes;O
chercher;O
celle;O
jy;O
renoncc;O
bDail-;O
jamais;O
trouve;O
repoussera;O
suis;I-MISC
race;I-MISC
dshrit6s;I-MISC
mteinlrai;O
tresor;O
etuit;O
strass;O
diamant;O
nlen;O
sais;O
Lombre;B-LOC
quelquun;I-PER
sallongea;O
paves;O
entendirent;O
mots;O
Serviteur;B-ORG
messieurs;O
Celui;I-MISC
prononcait;O
ha-;O
bille;O
ample;O
redingote;O
coiff6;O
cas-;O
quette;B-PER
paraitre;O
visibre;O
Roque;B-ORG
lit;O
Lui;O
reprit;O
Nogentais;B-LOC
justilia;O
prsence;O
contant;O
dinspecter;O
piges;O
loup;O
jardin;O
voila;O
retour;O
nos;O
Trs;I-LOC
biecnl;O
jai;I-MISC
appris;O
ma;I-MISC
fillette;O
sant;O
tou-;O
jespere;O
Vous;B-MISC
partez;O
rebut;O
laccueil;O
Frederic2;B-MISC
incATION;O
SENTIMENTA;I-PER
IL;B-ORG
--l;O
effet;O
vivait;O
concubinage;O
considerait;O
ftt;O
croupier;O
delec-;O
tions;O
regisseur;O
Dambreuse;I-PER
banquier;O
dAnjou;B-MISC
Sais;O
devrais;O
mon;O
brave;O
`;O
interrompit;O
unoe;O
ordre;O
ramener;O
dfinitivement;O
sinquie-;O
absence;O
Bien;O
va;O
decouchera;O
Ft;O
Tu;O
prier;O
tintroduire;O
nest;O
frequenter;O
riche;O
Puisque;B-MISC
as;O
habit;O
gants;O
prolites;O
faut;O
ailles;O
monde-;O
my;O
mneras;O
millions;O
Arrange;B-ORG
plaire;I-MISC
aussi;O
Deviens;B-LOC
atantln;O
Fedric;B-PER
recriait;O
Maisje;B-PER
dis;O
lides;O
classiques;O
sem-;O
Rappelle;B-MISC
Iastignac;I-MISC
Ia;B-PER
Comedie;B-LOC
huaiue;O
Iu;O
reussiras;I-MISC
jven;I-MISC
sr;O
avit;O
confince;O
sentit;O
branle;O
oubliant;O
MIme;O
prdiction;O
faite;I-MISC
put;O
sempecher;I-MISC
sourire;O
ajouta;O
bDernier;B-MISC
conseil;O
examens;O
laclc;O
franchement;O
potes;O
catholiques;O
sataniques;O
avances;O
ltait;O
NII;B-MISC
sicle;O
Ton;O
dsespoir;O
bete;B-LOC
ld;O
particuliers;O
ont;O
commencements;O
cc;O
lilou;O
pere;O
men;O
iEbCAIN;O
SENIT1ENT;O
ALIE;B-ORG
2i;O
retourne;O
adicu;O
As;O
aye;O
dfner;O
Fderic;B-PER
dix;O
reste;O
sommc;O
lsidore;O
vingt;O
toises;O
gau-;O
che;O
brillait;O
lucarne;O
lapercut;O
emphatiquement;O
retirant;O
clapeau;O
Vnus;B-PER
reine;O
cieux;O
serviteurl;O
lPnu-;I-MISC
rie;O
Sagesse;O
Nous;O
-on;O
asscz;O
calom-;O
nies;O
ca;O
misericordcl;I-ORG
allusion;O
aventure;O
commune;O
riaient;O
trbs;O
haut;O
solde;O
depense;O
lauberge;I-MISC
Deslauricrs;B-MISC
reconduisit;O
currefour;I-PER
1Htel-;I-PER
Dieu;I-MISC
etreinte;O
amis;O
separerentIII;O
debarque;O
Coq;B-LOC
Ileron;I-LOC
songea;O
immediatement;O
visite;I-MISC
venu;O
apporter;O
rouleau;O
ppiers;O
priant;O
mettre;O
accompa-;O
gnait;O
lenvoi;B-PER
decaclete;O
presentait;O
2een;O
dric;B-PER
dissimula;O
causait;O
sappelait;O
vrai;O
comte;O
dAmbreuse;I-PER
1825;O
abandonnant;O
noblesse;O
tourne;O
lindus-;O
trie;O
loreille;I-MISC
bureaux;O
entreprises;O
lafft;O
bonnes;O
occasions;O
subtil;O
Grec;B-MISC
laborieux;O
Auver-;B-MISC
gnat;O
amasse;O
derable;O
tuit;O
oflicier;O
dle;O
Lgion;B-ORG
dhonneur;O
membre;O
gneral;O
lAube;B-MISC
depute;O
pair;O
complaisant;O
fati-;O
guait;O
demandes;O
continuelles;O
se-;O
tabac;O
bou-;O
deries;O
inclinait;O
centre;O
jolie;O
citaient;O
cccc;O
nes;O
noble;O
faubourg;O
croire;O
-+L;O
IDUCATION;B-MISC
SENITIMI;I-MISC
serepentir;O
etrendre;O
services;O
trouble;O
allant;O
1minvitera;O
bal;O
claine;O
Que;B-MISC
Laplomb;B-PER
songeant;O
netait;O
quun;O
gaillardement;O
cabriolet;O
trottoir;O
pousse;O
portes;O
cochbres;O
traversa;O
gravit;O
entr;O
vestibule;O
pave;O
marbre;O
double;O
escalier;O
tapis;O
ba-;O
guettes;O
sappuyait;O
hautes;O
murail-;O
stuc;O
luisanlt;O
marches;I-MISC
bnanier;O
retombaient;O
ve-;O
lours;O
rape;O
cnlelabres;I-MISC
dc;O
bronze;O
globes;O
porcelaine;I-MISC
suspendus;O
chainettes;O
soupiraux;O
caloriferes;O
bants;O
exhalaient;O
air;O
lourd;O
nentendaitque;O
tic;B-LOC
tac;I-LOC
horloge;I-MISC
dressce;O
laulre;O
panoplie;O
timbre;O
sonna;O
valct;I-MISC
introduisit;O
Fr6-;B-MISC
pctile;O
oit;O
leu;O
collres;O
forts;O
csiers;O
reinplis;O
crtons;O
bDnbreuse;I-PER
ecrivailt;I-MISC
milicu;O
cy-;O
lindre;O
purcourut;O
lettre;O
Iloqute;B-MISC
ouvrit;O
avcc;O
cail;O
toile;O
enliermait;O
exa-;O
IilIai;B-ORG
Deloin;B-ORG
cuuse;O
pouvailt;O
sembler;O
jeulc;O
Mlais;B-LOC
rares;O
cleveux;O
mem-;O
bres;O
debiles;O
surtout;O
pilcur;O
extraordinaire;O
accusuicnt;O
temperament;O
delabre;O
nec;O
energie;O
impiloyable;O
reposailt;O
glauques;O
iroids;O
pommet-;O
cccccccccc26;O
1L;B-ORG
11UCAI10N;O
NT;B-MISC
ques;O
personnes;O
connaissance;O
tudes;O
congedia;O
sin-;O
clinant;O
corridor;O
remises;O
attele;O
cheval;O
stationnait;O
portire;O
souvrit;O
dame;O
sourd;O
rou-;O
mtme;O
porte;O
cochre;O
Lespace;B-PER
netant;O
assez;O
contraint;O
dattendre;O
chec;O
dchors;O
vasists;O
parlait;O
cierge;O
napercevait;O
couvert;O
mante;O
violette;O
plongeait;O
tendue;O
reps;O
passemen-;O
teries;O
ellils;O
vtements;O
lemplissaient;O
schappait;O
cetle;B-LOC
boite;O
tonnee;B-LOC
parfum;O
diris;O
vague;I-PER
senteur;O
legnees;O
feminines;O
cocher;O
licha;O
rnes;O
frla;O
borne;O
brusqucement;O
elric;B-PER
suivant;O
regrettait;O
navoir;O
pu;O
listinguer;O
embar-;O
ras;O
voitures;O
tourner;O
lut;O
plaque;O
JACQUES;B-MISC
AnN0Ux;O
t0;O
faute;O
eslauriers;O
savangca;I-MISC
tique;O
nentra;O
attendit;O
quElle;O
glaces;O
transparentes;O
offraient;O
disposition;O
habile;O
statuettes;O
des-;I-MISC
sins;O
gravures;O
catalogues;O
numeros;O
lArt;B-MISC
labonnement;O
repeltes;O
decoraient;O
initiales;O
lediteur;O
apercevait;O
--L;O
iCAT10N;O
NTIMIE;O
ALE;O
27;O
vernis;O
Tond;B-PER
leux;O
bahuts;O
charges;O
porcelaines;O
bronzes;O
curiosites;I-MISC
allechantes;O
separait;O
lans;O
moquette;O
lustre;O
saxe;O
vert;O
plancher;O
table;O
marqueterie;O
donnaient;O
inte-;O
ricur;O
plutt;O
lapparence;O
bouti-;O
faisait;O
semblant;O
dexaminer;O
Aprbs;B-PER
hsitations;O
infinies;O
entra;O
employe;O
souleva;O
rpondit;O
Monsicur;B-LOC
serait;O
cinq;O
commission;O
transmet-;O
Nonl;B-PER
reviendrai;I-MISC
rpliqua;O
d6ric;I-MISC
suivants;I-MISC
employes;O
logement;O
dcida;O
second;O
tage;O
htel;O
garni;O
Saint-Hyacinthe;B-LOC
portant;O
buvrd;O
louverture;O
Trois;O
cens;I-MISC
nu;O
emplissaicnt;O
unamphithitre;O
vieillarl;O
dissertait;O
monotone;B-PER
plumes;O
grincaient;O
retrouvait;O
lodeur;O
poussiereuse;O
classes;O
forme;O
pareille;O
ennuil;O
larticle;O
3;O
nvait;O
lich;O
Code;B-MISC
civil;I-MISC
abandonna;O
Iustitutes;B-LOC
btn;O
diso;O
personrt;O
joies;O
promises;O
narrivaient;O
quanl;O
puise;O
cabinet;O
lecture;O
paurcouru;O
collections;O
Loure;B-LOC
cl;O
suite;O
spectacle;O
tomb;O
luvrement;O
Milles;O
ajoutaient;O
compler;O
subir;O
concierge;O
rus-;O
tournure;O
dinfirmier;O
retaper28;O
inUC;I-MISC
ATI0N;I-MISC
sentantlalcool;O
grommelant;O
ap-;O
partement;O
orn;O
penlule;O
lalbitre;O
lplaisait;O
cloisons;O
minces;O
ctudiants;O
punch;O
chanter;O
Las;B-LOC
solitule;O
rechercha;O
anciens;O
camarades;I-MISC
nommne;O
Baptiste;I-PER
Martinon;B-LOC
decou-;O
vrit;O
pension;O
bourgeoise;O
Saint-Jac-;O
buchant;O
procedure;O
feu;O
charbon;O
fuce;O
rohe;O
dindienne;O
repri-;O
chussettes;O
appelle;O
bel;O
joufllu;O
physionomie;O
rgulire;O
bleutres;O
fleur;O
cultivateur;O
destinait;O
magistralture;O
voulant;O
dj;O
parai-;O
srieux;O
taillee;O
collier;O
tomme;O
ennuis;O
1F16lric;O
raisonnahle;O
argguer;O
daucun;O
malheur;O
comprit;O
lamentalions;O
lexistence;O
matins;O
lcole;O
proenait;O
Luxembour;B-LOC
demi-tasse;O
cents;O
an;O
lamour;O
ouvriire;O
irouvait;O
faitement;O
Quelhonheur;B-MISC
exclama;O
intrieurement;O
avail;O
l1Icole;O
2yygge;O
demoiselle;O
gentillesse;O
manires;I-MISC
acC-;O
lusieurs;O
lois;O
cnsemble;O
admirer;O
Sainte-;B-MISC
Chapelle;I-PER
Notre-Dume;B-LOC
listinction;O
[;O
patricien;O
recouvrait;O
intelligence;O
pauvres;O
vei;O
iiiiiroiinaiiieiini;O
santerie;O
monrait;O
ingenuit;O
lbord;B-PER
pou;O
farceur;O
finalement;O
considra;O
nigaud;O
panchements;O
netaient;O
possibles;O
inc;O
ATI0;B-ORG
s1NTIMI;O
NTIE;B-ORG
2;O
attenlait;O
Ls;I-MISC
11;I-MISC
lrt;O
idstriel;O
troisime;O
disputait;O
repondit;O
salut;O
Fr6leric;B-PER
bless6;B-MISC
chercha;O
parvenir;O
lidio;O
prsenter;O
souvent;O
marchander;O
uis;O
journl;O
artieles;O
amnerait;O
Peut;B-MISC
valait;I-MISC
courir;O
hut;O
lelarer;O
amour;O
posa;O
louze;B-LOC
pages;O
mouvements;O
lyriques;O
lapostrophes;O
lchira;O
re;O
tenta;O
immobilis;O
peur;O
lin-;O
succs;O
An;O
dArnoux;B-MISC
pre-;O
mier;O
fenttres;O
claires;O
circulaient;O
ctait;O
sienne;O
drangcait;O
regarder;O
fenetres;O
contempler;O
ombre;O
ngresse;I-MISC
croisa;O
Tuileries;B-LOC
pnr;O
rappela;B-PER
ne-;I-MISC
gresse;O
truversait;O
cur;O
battait;O
esperant;O
renconlrer;O
continuait;O
promenade;O
Champs-;B-ORG
Elysees;I-LOC
femmcs;I-ORG
nonchalamnment;O
assises;O
cal-;O
ches;O
flottaient;O
lefilaient;O
ierme;O
balancement;O
insensible;O
iaisait;O
craquer;O
cuirs;O
devenaient;O
nombreuses;O
ralentissant;O
Iond;B-MISC
Point;I-MISC
elles;O
occu-30;O
nCATION;O
SENTIE;B-MISC
paient;O
voie;O
crinires;O
prbs;O
cri-;O
nires;O
lanternes;O
etriers;O
lacier;O
gourmettes;O
boucles;O
jetaient;I-MISC
gh;O
points;O
culottes;O
courtes;O
fourrures;O
retom-;O
baient;O
blason;O
portieres;O
perdu;O
monde;O
lointain;O
erraient;O
tetes;O
ressemblances;O
ame-;O
naient;O
memoire;O
figurait;O
aulres;O
coupes;O
pareils;O
-Mais;O
chait;O
iroid;O
soulevaitles;O
tourbillons;O
pous-;O
sire;O
cochers;O
baissaient;O
cra-;O
vtes;O
k--;O
macadam;B-PER
grincait;I-PER
equipages;O
trot;O
avenue;O
frlant;O
de-;O
scartant;O
uns;O
pis;O
tConcorde;B-MISC
dispersaient;O
Derrire;B-LOC
uile-;O
ries;O
teinte;O
ardoises;O
formaient;O
masses;O
normes;O
violacees;O
sommet;O
ILes;B-LOC
becsde;O
gaz;O
sallumaient;O
eine;O
verdtre;O
toule;O
dechirait;O
ioires;O
piles;O
moyennant;O
quarante;O
sols;O
ca-;O
chet;O
restaurant;O
llarpe;O
regrdit;O
dlain;O
comptoir;O
dacajou;O
serviettes;I-MISC
tachees;O
lrgenterie;O
crasscuse;O
peaux;O
muraille;O
lentou-;I-MISC
raient;O
etudiants;O
causaient;O
professeurs;O
maltresses;O
professeurs1;B-LOC
Est;B-MISC
tresse;I-MISC
Pour;O
eviter;O
arrivait;O
possible;O
restes;O
nourriture;O
couvraient;O
deu;O
garcons;O
iatigues;I-MISC
odeur;O
quinquet;O
deserte;O
IPuis;B-MISC
lentemenltles;O
reverbresL;I-MISC
ATI0ON;I-MISC
S1ENTIIENT;O
31;O
balancaient;O
fisant;O
trembler;O
boue;B-PER
rellets;I-MISC
jaunitres;O
glissaient;O
trottoirs;O
parapluies;I-MISC
gras;O
lua;O
brume;O
tnlbres;O
lumides;O
lenveloppant;O
indlliniment;O
s0n;O
cu;B-MISC
remords;O
matires;O
elucidees;O
simples;O
lembarrassirent;O
ecrire;O
roman;O
intitul6;B-MISC
Sylio;I-MISC
pcleu;O
so;O
pssait;O
Wenise;B-LOC
hros;O
ctuit;O
lhroine;O
sappe-;O
lait;O
Antonia;B-PER
lavoir;O
assasinait;O
brilait;O
partie;O
ville;O
chan-;O
bulcon;O
palpitient;O
rileaux;O
dmas;O
ouge;O
rminiscences;O
sapercut;O
dcouragrent;O
nalla;O
desuu-;O
vrement;O
redoubla;I-LOC
supplia;O
partager;O
sarrangeraient;O
existence;O
intolerable;O
lengageait;O
fre-;O
quenter;O
Senecal;B-PER
repetitenr;O
mathmatiques;O
ttte;O
convictions;I-MISC
republicaines;I-MISC
Saint-Just;B-PER
Fridric;B-PER
monte;O
tctages;O
recevoir;O
aucune;O
vi-;O
site;O
ny;O
samuser;O
renlit;O
hals;O
l0pera;O
gaietes;O
tumultueuses;O
glacaient;O
Dailleurs;B-PER
rctenu;O
crainte;I-MISC
affront;O
ptcuniaire;O
simaginant;O
souper;O
domino;O
entrainait;O
irais;O
considerables;O
grosse;O
cependnt;B-ORG
laimerli;O
32;O
LnCAT10N;B-ORG
NTAIE;I-ORG
courses;O
interminables;O
gggygyy;I-MISC
gait;I-MISC
rencontre;O
Ln;B-MISC
voilh;O
Cetait1;I-MISC
dception;O
nouvelle;O
Lide;B-PER
fortifiait;O
convoitises;O
trouverait;O
peut-;O
imaginait;O
laborder;O
complications;O
perils;O
sauverait;O
Ainsi;O
scoulaient;O
rptition;O
mCmes;B-ORG
habitudes;O
contractes;O
feuille-;O
brochures;O
urcades;O
1Odon;O
eue;O
Mondes;B-LOC
caf;O
entrait;O
Collige;B-ORG
ecoulait;O
heure;O
lecon;O
chinois;O
dconomie;O
politique;O
Toutes;O
semaines;O
ecrivait;O
longuement;O
dinait;O
voyailt;O
quel-;O
quefois;I-MISC
M1;B-MISC
Cisy;B-LOC
loua;O
piano;O
composa;O
valses;O
allemanles;O
thtre;O
lalais;I-MISC
lloyal;I-MISC
apcrcut;O
loge;O
davant;O
scne;O
lune;B-LOC
lemme;O
Lcran;B-LOC
tletas;O
tir;O
masquait;O
visagge;O
Enlin;B-LOC
leva;O
lcran;B-PER
sabattit;O
Citait;B-PER
trente;O
environ;O
fnee;O
dcou-;O
vrient;O
riant;O
dlents;O
splenliles;O
lClle;O
iamililrement;O
lonnait;O
lventnil;B-LOC
loigts;O
lPuis;B-PER
ille;O
blonle;O
paupiires;O
pleurer;O
ArnO1x;O
resta;O
lors;O
penche;O
paule;O
ecoutait;O
rponlre;O
Frl6ric;B-MISC
singniait;O
dcouvrir;O
condlition;O
molestement;O
habilles;O
sombres;O
cols;O
plats;O
rabattus;O
precipita;O
couloirs;O
foule;O
remplissuit;O
descen-;O
mst;O
e--3J;B-MISC
ILintcATIoN;O
sIENTI1IENTAIIE;O
Iemmecs;B-MISC
1Tout;O
bec;O
lclaira;O
crtpe;O
morte;O
ttre;O
idee;O
tourmenta;O
lFrederic;B-MISC
iortement;O
lende-;O
lAt;I-PER
idustviel;O
payant;O
tales;O
montre;O
demanla;O
grcon;O
tres;O
pilissant;O
Mladame;B-LOC
1F6liric;B-MISC
oubli;O
demporter;O
gravure;O
Lhiver;B-LOC
termina;O
triste;O
printemps;O
prparer;O
examen;O
laynt;O
subi;O
iaon;O
mediocre;O
pnrtit;O
royes;O
voi;I-MISC
leviter;O
observntions;O
rentrie;O
aban-;O
prilt;O
Napolon;B-PER
pices;O
meubla;O
Lespoir;B-MISC
quilt;O
commenait;O
steindreIy;O
dcembre;O
rendant;O
Saint-Jacques;I-LOC
danimation;O
qu;O
lordinaire;O
sortaient;O
precipitamment;I-MISC
cafds;I-MISC
ouvertes;O
sappelaient;O
boutiquiers;O
troltoir;O
regar-;O
daient;O
uir;O
inquiet;O
volets;O
fermaient;O
Souflot;B-PER
apercut;I-PER
rassemblement;O
Pantheon;B-LOC
ingales;O
promenaient;O
ahordient;O
groupes;O
hommes;I-MISC
piroraient;O
tricorne;O
sergents;O
Iaisant;B-LOC
sonner;O
dalles;O
fortes;O
lous;O
myste-;O
rieux;O
ebahi;O
evidemment;O
chacun;O
retenait;O
interrogation;O
Fr(leric;B-PER
auprs;O
blond;O
figure;O
avenante;O
porlnt;B-PER
moustache;I-PER
barbiche;O
rafline;O
tcmps;O
NllI;I-PER
manda;O
dsordre;O
non;O
mnode;O
presentl;O
farce;O
clata;O
ptitions;O
llforme;O
signer;O
pI;O
iCA1IN;O
S1NTII1N1AIL1E;O
35;O
garde;O
nalionalc;O
jointes;O
recensemcnt;O
lIu-;O
mann;O
evenements;O
cencore;O
amenaicnt;O
);O
dinexplicables;O
uttroupemcnts;O
renouvelaient;O
qule;O
joul-;O
naux;O
Cela;O
manque;O
galbe;O
continua;O
voisin;O
cuyde;I-PER
messire;O
quc;O
avons;O
degenere;O
poque;O
Loys;B-PER
onzilme;O
voire;O
Benjamin;B-PER
Constant;I-PER
mutineriec;O
escholiers;O
Ie;O
treuvc;O
paciliques;O
commc;O
moutons;O
bctes;O
cornichons;O
iloines;O
estre;O
epiciers;O
Pasque;B-MISC
lEt;O
apelle;O
Jcu-;B-MISC
nesse;O
ecoles;O
carta;O
largemcnt;O
Le-;I-PER
Ioert;B-MISC
MIacaie;I-MISC
Jeunesse;B-ORG
coles;I-ORG
lnisn;I-ORG
nsuitce;I-ORG
apostrophant;O
chiffonnier;O
remuait;O
ecailles;O
dhuitres;O
marchand;I-MISC
vin;O
kEn;B-ORG
fais;O
Jecunesse;B-MISC
releva;O
hileuse;O
distin-;O
avines;O
stupides;O
Non;O
parais;O
hoes;O
patiulaie;O
ge;O
voit;O
divers;O
goes;O
semant;O
lor;O
pleiesmais;O
Oh1;O
sbme;O
patriar-;O
smel;O
Corromps;B-MISC
tresors;O
dAlbion;B-MISC
Are;B-PER
you;I-PER
nglish;O
repousse;O
prsents;O
dAr-;O
taxercs;O
Causons;O
lunion;O
douanibren;O
lepaule;O
prodigieusement;O
ple;O
poussant;O
emeute;O
compromis;O
lamentait;O
linquictaient;O
appartenant;O
socictes;O
secrtes;O
societs;O
secretesl;O
le36;B-MISC
IEDU;I-MISC
CAI10N;I-MISC
s1EN;O
ENITALE;B-ORG
uno;O
blague;O
Gouvernement;B-MISC
epouvanter;O
bourgeoisn;O
police;O
croyez;B-MISC
fuit;O
vos;O
sis;O
moucharl;O
regardu;O
tclle;O
manire;O
emu;O
comprilt;O
plaisanterie;O
Lu;B-PER
4ete;O
melre;O
peltit;O
conduisanlt;O
couloir;O
nouvel;O
amphithitre;O
Bient0;B-MISC
multitude;O
fenlit;O
teles;O
decouvrirent;O
saluait;O
lillustre;O
Samuel;B-PER
londelot;I-PER
ui;O
enveloppe;O
su;O
redin-;O
gote;O
levnt;O
lunettes;O
soufllant;O
asthme;O
savanait;O
Cet;O
homnme;O
etit;O
ggloires;O
judi-;O
ciaires;O
NIN;B-ORG
rival;O
chari;O
Huh-;B-MISC
dorlI;O
tS;B-LOC
dignit;O
molifie;O
ullures;O
svit;I-MISC
pauvre;O
unl;B-PER
lventourait;O
tependanl;O
ldu;O
laplace;O
crirent;O
Guizol;O
lritchrl;O
bs;O
vendus;I-MISC
ILouis;O
Philippe;B-PER
oscilla;O
pressant;O
ele;O
empchait;O
prolesscur;O
luller;O
sarrcta;O
devntlescalier;O
1aper-;O
ut;O
dernire;O
bourdonnement;O
couvrit;O
lien;O
laimt;O
haissait;O
repre-;O
lAutorile;B-MISC
Chaque;B-MISC
essayait;O
cris;O
recommencaient;O
geste;I-MISC
engager;O
tudiants;O
suivre;O
voci-;O
f6ration;I-MISC
universelle;O
haussa;O
epaules;O
hL;O
EUCATI0N;O
SENTIENTALE;B-MISC
37;O
1ledaigneusement;O
senfonga;O
Mar-;B-ORG
tinon;O
profite;O
disparaitre;O
lachel;B-PER
prudent;O
eclata;O
applaudissements;O
retraite;O
professer;O
devenait;O
victoirc;O
curieux;O
regardaient;O
Quelques;O
entonnaient;I-MISC
Marseillaise;I-MISC
proposaient;O
dal-;O
Beranger;B-PER
Clez;O
Laflitel;B-LOC
Chez;O
Chateaubriand;B-PER
Voltaire;B-PER
hurla;O
P;I-MISC
taches;O
blondes;O
tichaient;O
circuler;O
disant;O
Partez;B-LOC
retirez;O
vousl;I-MISC
Quelquun;B-LOC
assommeurs;O
injure;O
usuelle;O
reptrent;I-MISC
huait;I-MISC
siflait;I-MISC
gardiens;I-MISC
lordre;O
public;O
plir;O
avisant;O
sapprochait;O
repoussa;O
rudement;O
tom-;O
ber;O
secartbrent;I-MISC
aussit0;I-MISC
terrasse;O
dIler-;O
cule;O
chevelure;O
qulun;O
paquet;O
detoupes;O
dbordait;O
ciree;O
Arrtte;B-PER
lepuis;O
minultes;O
coin;O
avuit;O
lchc;O
carton;O
bondir;O
sergent;O
renverse;O
labourait;O
poing;O
accoururent;O
terrible;O
fallut;O
dompter;O
secouaicnt;O
col-38;B-ORG
LiUCATI0N;O
SENTI;O
ll-;O
let;O
tiraient;O
cinquieme;O
genou;O
bourrades;O
reins;O
lappelaient;O
brigand;O
assassin;O
emeutier;O
nue;O
vetements;O
r-;O
testait;O
innocence;O
battre;O
mappelle;O
Dussardier;B-LOC
MM;B-MISC
Valincart;I-ORG
fr-;I-ORG
res;O
dentelles;O
nouveautes;O
Clery;B-MISC
cartonl;O
Dussar-;B-LOC
